"CityServiceValcon, LLC (CSV)",,,,,,,,,,,
,,,,,,,,,,,
"Customer/
Invoice
Number",Invoice,Due,unk,Invoice Amount,Discount Amount,Invoice Balance,TransType,TransDate, TransAmount ,"Check
Number/Type","Deposit
Date"
5873411-PP,10/20/2025,10/20/2025,1/0/1900,5.93,0.00,5.93,PRE,10/20/2025, 5.93 ,F5873411,10/20/2025
Customer 0003268 Totals:,,,,786.12-,0.00,786.12-,,, (786.12),,
0003284 Larry L Coryell,,,,,,,,,,,
W266253-IN,10/15/2025,11/10/2025,1/0/1900,85.00,0.00,85.00,INV,10/17/2025, 85.00 ,,
Customer 0003284 Totals:,,,,85.00,0.00,85.00,,, 85.00 ,,
0003302 Judy P Hutchison,,,,,,*** On Credit Hold ***,,,,,
AUG0091-FC,8/31/2025,8/31/2025,1/0/1900,0.88,0.00,0.88,F/C,8/31/2025, 0.88 ,,
SEP0092-FC,9/30/2025,9/30/2025,1/0/1900,0.88,0.00,0.88,F/C,9/30/2025, 0.88 ,,
W258280-IN,8/18/2025,8/21/2025,1/0/1900,70.00,0.00,70.00,INV,8/19/2025, 70.00 ,,
Customer 0003302 Totals:,,,,71.76,0.00,71.76,,, 71.76 ,,
0003309 James R Jr & Janice G Boyer,,,,,,,,,,,
0060425-PP,6/4/2025,6/4/2025,1/0/1900,33.73-,0.00,33.73-,PRE,6/4/2025, (33.73),1741,6/4/2025
Customer 0003309 Totals:,,,,33.73-,0.00,33.73-,,, (33.73),,
0003313 Ocean Pasley,,,,,,,,,,,
W263778-IN,9/26/2025,10/10/2025,1/0/1900,100.70,0.00,100.70,INV,9/29/2025, 100.70 ,,
Customer 0003313 Totals:,,,,100.70,0.00,100.70,,, 100.70 ,,
0003314 Rodd L Zeiler,,,,,,*** Credit Limit Exceeded ***,,,,,
W264375-IN,9/29/2025,10/2/2025,1/0/1900,125.00,0.00,125.00,INV,9/29/2025, 125.00 ,,
Customer 0003314 Totals:,,,,125.00,0.00,125.00,,, 125.00 ,,
0003315 Justin P Williams,,,,,,*** On Credit Hold ***,,,,,
AUG0094-FC,8/31/2025,8/31/2025,1/0/1900,3.29,0.00,3.29,F/C,8/31/2025, 3.29 ,,
S337699-IN,7/30/2025,8/10/2025,1/0/1900,263.01,0.00,263.01,INV,7/31/2025, 263.01 ,,
SEP0095-FC,9/30/2025,9/30/2025,1/0/1900,4.23,0.00,4.23,F/C,9/30/2025, 4.23 ,,
W258281-IN,8/18/2025,9/10/2025,1/0/1900,75.00,0.00,75.00,INV,8/19/2025, 75.00 ,,
Customer 0003315 Totals:,,,,345.53,0.00,345.53,,, 345.53 ,,
0003318 Melissa & Benjamin Conard,,,,,,,,,,,
0071323-PP,7/14/2023,7/14/2023,1/0/1900,105.93-,0.00,9.71-,PRE,7/14/2023, (105.93),110,7/14/2023
,,,,,,,PAY,10/24/2024, 96.22 ,102424ADJ,10/24/2024
Customer 0003318 Totals:,,,,105.93-,0.00,9.71-,,, (9.71),,
0003319 Cynthia A Hansen,,,,,,*** Credit Limit Exceeded ***,,,,,
SEP0096-FC,9/30/2025,9/30/2025,1/0/1900,1.24,0.00,1.24,F/C,9/30/2025, 1.24 ,,
Customer 0003319 Totals:,,,,1.24,0.00,1.24,,, 1.24 ,,
0003335 Karen S & Theresa  Zimmer,,,,,,,,,,,
0888254-IN,10/9/2025,11/10/2025,1/0/1900,237.74,0.00,237.74,INV,10/9/2025, 237.74 ,,
Customer 0003335 Totals:,,,,237.74,0.00,237.74,,, 237.74 ,,
0003337 Michael J Johns,,,,,,*** On Credit Hold ***,,,,,
APR0062-FC,4/30/2025,4/30/2025,1/0/1900,1.24,0.00,1.24,F/C,4/30/2025, 1.24 ,,
AUG0089-FC,8/31/2024,8/31/2024,1/0/1900,1.24,0.00,1.24,F/C,8/31/2024, 1.24 ,,
AUG0095-FC,8/31/2025,8/31/2025,1/0/1900,2.48,0.00,2.48,F/C,8/31/2025, 2.48 ,,
DEC0083-FC,12/31/2024,12/31/2024,1/0/1900,1.24,0.00,1.24,F/C,12/31/2024, 1.24 ,,
FEB0094-FC,2/28/2025,2/28/2025,1/0/1900,1.24,0.00,1.24,F/C,2/28/2025, 1.24 ,,
JAN0078-FC,1/31/2025,1/31/2025,1/0/1900,1.24,0.00,1.24,F/C,1/31/2025, 1.24 ,,
JUL0073-FC,7/31/2025,7/31/2025,1/0/1900,2.48,0.00,2.48,F/C,7/31/2025, 2.48 ,,
JUL0084-FC,7/31/2024,7/31/2024,1/0/1900,1.49,0.00,1.49,F/C,7/31/2024, 1.49 ,,
JUN0066-FC,6/30/2025,6/30/2025,1/0/1900,1.24,0.00,1.24,F/C,6/30/2025, 1.24 ,,
MAR0084-FC,3/31/2025,3/31/2025,1/0/1900,1.24,0.00,1.24,F/C,3/31/2025, 1.24 ,,
MAY0065-FC,5/31/2025,5/31/2025,1/0/1900,1.24,0.00,1.24,F/C,5/31/2025, 1.24 ,,
NOV0106-FC,11/30/2024,11/30/2024,1/0/1900,1.24,0.00,1.24,F/C,11/30/2024, 1.24 ,,
OCT0089-FC,10/31/2024,10/31/2024,1/0/1900,1.24,0.00,1.24,F/C,10/31/2024, 1.24 ,,
SEP0094-FC,9/30/2024,9/30/2024,1/0/1900,1.24,0.00,1.24,F/C,9/30/2024, 1.24 ,,
SEP0097-FC,9/30/2025,9/30/2025,1/0/1900,2.48,0.00,2.48,F/C,9/30/2025, 2.48 ,,
W222081-IN,7/17/2024,7/20/2024,1/0/1900,99.00,0.00,99.00,INV,7/19/2024, 99.00 ,,
W254882-IN,7/16/2025,7/19/2025,1/0/1900,99.00,0.00,99.00,INV,7/18/2025, 99.00 ,,
Customer 0003337 Totals:,,,,220.57,0.00,220.57,,, 220.57 ,,
0003341 Thomas Tarp,,,,,,,,,,,
0888255-IN,10/7/2025,11/10/2025,1/0/1900,185.21,0.00,185.21,INV,10/8/2025, 185.21 ,,
Customer 0003341 Totals:,,,,185.21,0.00,185.21,,, 185.21 ,,
0003347 Amilee Sharp,,,,,,,,,,,
W262817-IN,9/23/2025,10/10/2025,1/0/1900,99.00,0.00,99.00,INV,9/24/2025, 99.00 ,,
Customer 0003347 Totals:,,,,99.00,0.00,99.00,,, 99.00 ,,
0003354 Kellen & Casie MacDonald,,,,,,,,,,,
S036628-IN,10/10/2025,11/10/2025,1/0/1900,60.15,0.00,60.15,INV,10/13/2025, 60.15 ,,
Customer 0003354 Totals:,,,,60.15,0.00,60.15,,, 60.15 ,,
"0003357 Glacier Family Foods, LLC",,,,,,*** Credit Limit Exceeded ***,,,,,
0889329-IN,10/13/2025,10/23/2025,1/0/1900,"33,617.25",0.00,"33,617.25",INV,10/16/2025," 33,617.25 ",,
W266136-IN,10/15/2025,10/25/2025,1/0/1900,165.15,0.00,165.15,INV,10/16/2025, 165.15 ,,
Customer 0003357 Totals:,,,,"33,782.40",0.00,"33,782.40",,," 33,782.40 ",,
0003359 Tracy H Petersen,,,,,,*** On Credit Hold ***,,,,,
AUG0096-FC,8/31/2025,8/31/2025,1/0/1900,1.06,0.00,1.06,F/C,8/31/2025, 1.06 ,,
JUL0074-FC,7/31/2025,7/31/2025,1/0/1900,1.06,0.00,1.06,F/C,7/31/2025, 1.06 ,,
SEP0098-FC,9/30/2025,9/30/2025,1/0/1900,1.06,0.00,1.06,F/C,9/30/2025, 1.06 ,,
W250670-IN,6/12/2025,7/10/2025,1/0/1900,85.00,0.00,85.00,INV,6/12/2025, 85.00 ,,
Customer 0003359 Totals:,,,,88.18,0.00,88.18,,, 88.18 ,,
0003365 Joel Christiansen,,,,,,,,,,,
S049377-IN,8/29/2025,9/10/2025,1/0/1900,226.63,0.00,226.63,INV,8/29/2025, 226.63 ,,
SEP0099-FC,9/30/2025,9/30/2025,1/0/1900,2.83,0.00,2.83,F/C,9/30/2025, 2.83 ,,
Customer 0003365 Totals:,,,,229.46,0.00,229.46,,, 229.46 ,,
0003382 Wayne L Smith,,,,,,,,,,,
S343163-IN,9/11/2025,10/10/2025,1/0/1900,180.00,0.00,80.00,INV,9/12/2025, 180.00 ,,
,,,,,,,PAY,10/10/2025, (100.00),CASH,10/10/2025
SEP0100-FC,9/30/2025,9/30/2025,1/0/1900,0.88,0.00,0.88,F/C,9/30/2025, 0.88 ,,
W258283-IN,8/18/2025,9/10/2025,1/0/1900,70.00,0.00,70.00,INV,8/19/2025, 70.00 ,,
Customer 0003382 Totals:,,,,250.88,0.00,150.88,,, 150.88 ,,
0003399 Matthew Sampley,,,,,,*** Credit Limit Exceeded ***,,,,,
SEP0101-FC,9/30/2025,9/30/2025,1/0/1900,1.24,0.00,1.24,F/C,9/30/2025, 1.24 ,,
W262651-IN,9/23/2025,9/26/2025,1/0/1900,99.00,0.00,99.00,INV,9/24/2025, 99.00 ,,
Customer 0003399 Totals:,,,,100.24,0.00,100.24,,, 100.24 ,,
0003403 Michael Sr & Kimberly Jelinek,,,,,,,,,,,
S036504-IN,8/14/2025,9/10/2025,1/0/1900,394.28,0.00,394.28,INV,8/18/2025, 394.28 ,,
SEP0102-FC,9/30/2025,9/30/2025,1/0/1900,5.91,0.00,5.91,F/C,9/30/2025, 5.91 ,,
W264378-IN,9/29/2025,10/10/2025,1/0/1900,100.70,0.00,100.70,INV,9/29/2025, 100.70 ,,
Customer 0003403 Totals:,,,,500.89,0.00,500.89,,, 500.89 ,,
0003406 Libby Seventh-Day Adventist,,,,,,,,,,,
0062425-PP,6/24/2025,6/24/2025,1/0/1900,95.00-,0.00,94.00-,PRE,6/24/2025, (95.00),491,6/24/2025
,,,,,,,PAY,9/17/2025, 1.00 ,091725APLY,9/17/2025
Customer 0003406 Totals:,,,,95.00-,0.00,94.00-,,, (94.00),,
0003407 Daryl M Van Meeteren,,,,,,*** On Credit Hold ***,,,,,
APR0065-FC,4/30/2025,4/30/2025,1/0/1900,1.19,0.00,1.19,F/C,4/30/2025, 1.19 ,,
AUG0097-FC,8/31/2025,8/31/2025,1/0/1900,1.19,0.00,1.19,F/C,8/31/2025, 1.19 ,,
DEC0085-FC,12/31/2024,12/31/2024,1/0/1900,1.19,0.00,1.19,F/C,12/31/2024, 1.19 ,,
FEB0097-FC,2/28/2025,2/28/2025,1/0/1900,1.19,0.00,1.19,F/C,2/28/2025, 1.19 ,,
JAN0080-FC,1/31/2025,1/31/2025,1/0/1900,1.19,0.00,1.19,F/C,1/31/2025, 1.19 ,,
JUL0075-FC,7/31/2025,7/31/2025,1/0/1900,1.19,0.00,1.19,F/C,7/31/2025, 1.19 ,,
JUN0067-FC,6/30/2025,6/30/2025,1/0/1900,1.19,0.00,1.19,F/C,6/30/2025, 1.19 ,,
MAR0086-FC,3/31/2025,3/31/2025,1/0/1900,1.19,0.00,1.19,F/C,3/31/2025, 1.19 ,,
MAY0068-FC,5/31/2025,5/31/2025,1/0/1900,1.19,0.00,1.19,F/C,5/31/2025, 1.19 ,,
NOV0110-FC,11/30/2024,11/30/2024,1/0/1900,1.19,0.00,1.19,F/C,11/30/2024, 1.19 ,,
OCT0095-FC,10/31/2024,10/31/2024,1/0/1900,1.19,0.00,1.19,F/C,10/31/2024, 1.19 ,,
SEP0099-FC,9/30/2024,9/30/2024,1/0/1900,1.19,0.00,1.19,F/C,9/30/2024, 1.19 ,,
SEP0103-FC,9/30/2025,9/30/2025,1/0/1900,1.19,0.00,1.19,F/C,9/30/2025, 1.19 ,,
W224286-IN,8/16/2024,9/10/2024,1/0/1900,95.00,0.00,95.00,INV,8/19/2024, 95.00 ,,
Customer 0003407 Totals:,,,,110.47,0.00,110.47,,, 110.47 ,,
0003410 Vaun & Liz Acheson,,,,,,,,,,,
0081925-PP,8/19/2025,8/19/2025,1/0/1900,9.55-,0.00,9.55-,PRE,8/19/2025, (9.55),1205,8/19/2025
Customer 0003410 Totals:,,,,9.55-,0.00,9.55-,,, (9.55),,
0003415 Lisa Mountain,,,,,,,,,,,
S339823-IN,8/14/2025,9/10/2025,1/0/1900,511.74,0.00,311.74,INV,8/18/2025, 511.74 ,,
,,,,,,,PAY,10/10/2025, (200.00),3259,10/10/2025
SEP0104-FC,9/30/2025,9/30/2025,1/0/1900,6.40,0.00,6.40,F/C,9/30/2025, 6.40 ,,
W264379-IN,9/29/2025,10/10/2025,1/0/1900,95.00,0.00,95.00,INV,9/29/2025, 95.00 ,,
Customer 0003415 Totals:,,,,613.14,0.00,413.14,,, 413.14 ,,
0003416 Rosetta Brockway,,,,,,,,,,,
W263779-IN,9/26/2025,10/10/2025,1/0/1900,74.20,0.00,74.20,INV,9/29/2025, 74.20 ,,
Customer 0003416 Totals:,,,,74.20,0.00,74.20,,, 74.20 ,,
0003427 Joseph M Corriher,,,,,,,,,,,
S337969-IN,8/1/2025,9/10/2025,1/0/1900,417.92,0.00,417.92,INV,8/21/2025, 417.92 ,,
S338620-IN,8/4/2025,9/10/2025,1/0/1900,592.00,0.00,87.24,INV,8/12/2025, 592.00 ,,
,,,,,,,C/M,9/10/2025, (592.00),Reference: S33862C,
,,,,,,,D/M,9/10/2025, 167.24 ,Reference: S33862R,
,,,,,,,PAY,10/15/2025, (80.00),W39468,10/15/2025
Customer 0003427 Totals:,,,,"1,009.92",0.00,505.16,,, 505.16 ,,
"0003446 Exhaust Worx, Inc.",,,,,,,,,,,
0760726-IN,5/10/2024,6/10/2024,1/0/1900,20.00-,0.00,20.00-,INV,5/10/2024, (20.00),,
Customer 0003446 Totals:,,,,20.00-,0.00,20.00-,,, (20.00),,
0003452 Skye Y Drynan,,,,,,*** On Credit Hold ***,,,,,
APR0067-FC,4/30/2025,4/30/2025,1/0/1900,131.54,0.00,131.54,F/C,4/30/2025, 131.54 ,,
AUG0098-FC,8/31/2025,8/31/2025,1/0/1900,132.17,0.00,132.17,F/C,8/31/2025, 132.17 ,,
FEB0098-FC,2/28/2025,2/28/2025,1/0/1900,67.86,0.00,67.86,F/C,2/28/2025, 67.86 ,,
JAN0083-FC,1/31/2025,1/31/2025,1/0/1900,51.53,0.00,51.53,F/C,1/31/2025, 51.53 ,,
JUL0076-FC,7/31/2025,7/31/2025,1/0/1900,132.17,0.00,132.17,F/C,7/31/2025, 132.17 ,,
JUN0068-FC,6/30/2025,6/30/2025,1/0/1900,132.17,0.00,132.17,F/C,6/30/2025, 132.17 ,,
MAR0087-FC,3/31/2025,3/31/2025,1/0/1900,82.25,0.00,82.25,F/C,3/31/2025, 82.25 ,,
MAY0069-FC,5/31/2025,5/31/2025,1/0/1900,131.54,0.00,131.54,F/C,5/31/2025, 131.54 ,,
S037984-IN,12/6/2024,1/10/2025,1/0/1900,"1,184.96",0.00,"1,184.96",INV,12/10/2024," 1,184.96 ",,
S038387-IN,12/13/2024,1/10/2025,1/0/1900,"2,937.27",0.00,"2,937.27",INV,12/17/2024," 2,937.27 ",,
S040864-IN,1/24/2025,2/10/2025,1/0/1900,"1,256.39",0.00,"1,256.39",INV,1/28/2025," 1,256.39 ",,
S043020-IN,2/24/2025,3/10/2025,1/0/1900,"1,151.16",0.00,"1,151.16",INV,2/27/2025," 1,151.16 ",,
S043844-IN,3/14/2025,4/10/2025,1/0/1900,"3,943.78",0.00,"3,943.78",INV,3/18/2025," 3,943.78 ",,
SEP0106-FC,9/30/2025,9/30/2025,1/0/1900,132.17,0.00,132.17,F/C,9/30/2025, 132.17 ,,
W236273-IN,1/14/2025,2/10/2025,1/0/1900,50.00,0.00,50.00,INV,1/17/2025, 50.00 ,,
W247901-IN,5/15/2025,6/10/2025,1/0/1900,50.00,0.00,50.00,INV,5/15/2025, 50.00 ,,
Customer 0003452 Totals:,,,,"11,566.96",0.00,"11,566.96",,," 11,566.96 ",,
0003454 Marrisa A Minelli,,,,,,*** On Credit Hold ***,,,,,
APR0068-FC,4/30/2025,4/30/2025,1/0/1900,3.32,0.00,3.32,F/C,4/30/2025, 3.32 ,,
AUG0099-FC,8/31/2025,8/31/2025,1/0/1900,3.32,0.00,3.32,F/C,8/31/2025, 3.32 ,,
FM1025-PP,10/6/2025,10/6/2025,1/0/1900,"1,475.00-",0.00,"1,475.00-",PRE,10/6/2025," (1,475.00)",0030717230,10/6/2025
JUL0077-FC,7/31/2025,7/31/2025,1/0/1900,3.32,0.00,3.32,F/C,7/31/2025, 3.32 ,,
JUN0069-FC,6/30/2025,6/30/2025,1/0/1900,3.32,0.00,3.32,F/C,6/30/2025, 3.32 ,,
MAR0088-FC,3/31/2025,3/31/2025,1/0/1900,3.32,0.00,3.32,F/C,3/31/2025, 3.32 ,,
MAY0070-FC,5/31/2025,5/31/2025,1/0/1900,3.32,0.00,3.32,F/C,5/31/2025, 3.32 ,,
S322837-IN,2/28/2025,3/10/2025,1/0/1900,818.37,0.00,166.82,INV,2/28/2025, 818.37 ,,
,,,,,,,PAY,3/12/2025, (553.05),031225APLY,3/12/2025
,,,,,,,PAY,9/4/2025, (48.50),WEBCC,9/4/2025
,,,,,,,PAY,10/3/2025, (50.00),WEBCC,10/3/2025
S346268-IN,10/14/2025,11/10/2025,1/0/1900,580.16,0.00,580.16,INV,10/15/2025, 580.16 ,,
S346269-IN,10/14/2025,11/10/2025,1/0/1900,555.56,0.00,555.56,INV,10/15/2025, 555.56 ,,
SEP0107-FC,9/30/2025,9/30/2025,1/0/1900,2.71,0.00,2.71,F/C,9/30/2025, 2.71 ,,
W264380-IN,9/29/2025,10/10/2025,1/0/1900,190.00,0.00,140.00,INV,9/29/2025, 190.00 ,,
,,,,,,,PAY,10/3/2025, (50.00),WEBCC,10/3/2025
Customer 0003454 Totals:,,,,691.72,0.00,9.83-,,, (9.83),,
0003455 Gary & Glenna Thon,,,,,,,,,,,
S048191-IN,8/22/2025,9/10/2025,1/0/1900,358.90,0.00,358.90,INV,8/25/2025, 358.90 ,,
SEP0108-FC,9/30/2025,9/30/2025,1/0/1900,4.49,0.00,4.49,F/C,9/30/2025, 4.49 ,,
Customer 0003455 Totals:,,,,363.39,0.00,363.39,,, 363.39 ,,
0003462 Terry R Holmes,,,,,,*** Credit Limit Exceeded ***,,,,,
S036674-IN,10/16/2025,10/19/2025,1/0/1900,162.80,0.00,162.80,INV,10/17/2025, 162.80 ,,
Customer 0003462 Totals:,,,,162.80,0.00,162.80,,, 162.80 ,,
0003464 Brett D Trescott,,,,,,,,,,,
0112322-PP,11/23/2022,11/23/2022,1/0/1900,65.00-,0.00,65.00-,PRE,11/23/2022, (65.00),29456233,11/23/2022
Customer 0003464 Totals:,,,,65.00-,0.00,65.00-,,, (65.00),,
0003469 Donovan L & Wendy S Fuller,,,,,,*** Credit Limit Exceeded ***,,,,,
S049720-IN,9/15/2025,9/15/2025,1/0/1900,"1,140.90",0.00,"1,140.90",INV,9/17/2025," 1,140.90 ",,
SEP0109-FC,9/30/2025,9/30/2025,1/0/1900,14.26,0.00,14.26,F/C,9/30/2025, 14.26 ,,
Customer 0003469 Totals:,,,,"1,155.16",0.00,"1,155.16",,," 1,155.16 ",,
"0003472 Hanson Trucking, Inc.",,,,,,,,,,,
0889503-IN,10/16/2025,10/21/2025,1/0/1900,129.29,0.00,129.29,INV,10/16/2025, 129.29 ,,
CL49357-IN,10/16/2025,10/22/2025,1/0/1900,"8,608.51",0.00,"8,608.51",INV,10/16/2025," 8,608.51 ",,
Customer 0003472 Totals:,,,,"8,737.80",0.00,"8,737.80",,," 8,737.80 ",,
0003479 Duane & Dana Kennedy,,,,,,,,,,,
S298998-IN,8/30/2024,9/10/2024,1/0/1900,53.10,0.00,53.10-,INV,8/30/2024, 53.10 ,,
,,,,,,,PAY,9/10/2024, (53.10),8457,9/10/2024
,,,,,,,PAY,9/26/2024, (53.10),1100,9/26/2024
Customer 0003479 Totals:,,,,53.10,0.00,53.10-,,, (53.10),,
0003511 Alan & Pamela Choco,,,,,,,,,,,
PB0924-PP,9/13/2024,9/13/2024,1/0/1900,"1,194.00-",0.00,261.69-,PRE,9/13/2024," (1,194.00)",633,9/13/2024
,,,,,,,PAY,1/20/2025, 384.07 ,012025APLY,1/20/2025
,,,,,,,PAY,2/17/2025, 300.09 ,021725APLY,2/17/2025
,,,,,,,PAY,4/10/2025, 248.15 ,APPLY04.25,4/10/2025
PB0925-PP,9/15/2025,9/15/2025,1/0/1900,975.00-,0.00,975.00-,PRE,9/15/2025, (975.00),191,9/15/2025
S050511-IN,10/15/2025,11/10/2025,1/0/1900,241.61,0.00,241.61,INV,10/16/2025, 241.61 ,,
Customer 0003511 Totals:,,,,"1,927.39-",0.00,995.08-,,, (995.08),,
0003538 Lorne F & Lisa M Gilbert,,,,,,,,,,,
0082625-PP,8/26/2025,8/26/2025,1/0/1900,15.00-,0.00,15.00-,PRE,8/26/2025, (15.00),1246,8/26/2025
0122223-PP,12/22/2023,12/22/2023,1/0/1900,100.00-,0.00,22.00-,PRE,12/22/2023, (100.00),1117,12/22/2023
,,,,,,,PAY,1/22/2024, 78.00 ,APPLY0124,1/22/2024
W233930-IN,12/16/2024,1/10/2025,1/0/1900,89.00,0.00,11.00-,INV,12/19/2024, 89.00 ,,
,,,,,,,PAY,12/24/2024, (100.00),CASH,12/24/2024
Customer 0003538 Totals:,,,,26.00-,0.00,48.00-,,, (48.00),,
0003539 Roger A McNulty,,,,,,,,,,,
S345108-IN,10/2/2025,11/10/2025,1/0/1900,260.11,0.00,260.11,INV,10/6/2025, 260.11 ,,
Customer 0003539 Totals:,,,,260.11,0.00,260.11,,, 260.11 ,,
0003548 Ben Westphal,,,,,,,,,,,
0100825-PP,10/8/2025,10/8/2025,1/0/1900,99.00-,0.00,99.00-,PRE,10/8/2025, (99.00),100825APLY,10/8/2025
Customer 0003548 Totals:,,,,99.00-,0.00,99.00-,,, (99.00),,
0003557 Landmark Missionary,,,,,,,,,,,
W266206-IN,10/15/2025,11/10/2025,1/0/1900,150.00,0.00,150.00,INV,10/17/2025, 150.00 ,,
Customer 0003557 Totals:,,,,150.00,0.00,150.00,,, 150.00 ,,
0003560 Dennis & Debbie Clark,,,,,,,,,,,
S344865-IN,10/9/2025,11/10/2025,1/0/1900,112.17,0.00,112.17,INV,10/9/2025, 112.17 ,,
Customer 0003560 Totals:,,,,112.17,0.00,112.17,,, 112.17 ,,
0003564 Gordon Bower & Emillie Simpson,,,,,,,,,,,
SEP0110-FC,9/30/2025,9/30/2025,1/0/1900,3.88,0.00,3.88,F/C,9/30/2025, 3.88 ,,
W262656-IN,9/23/2025,10/10/2025,1/0/1900,99.00,0.00,99.00,INV,9/24/2025, 99.00 ,,
Customer 0003564 Totals:,,,,102.88,0.00,102.88,,, 102.88 ,,
0003569 Bonni W Quist,,,,,,,,,,,
PB0925-PP,9/17/2025,9/17/2025,1/0/1900,701.50-,0.00,"1,501.50-",PRE,9/17/2025, (701.50),,9/17/2025
,,,,,,,PAY,9/18/2025, (800.00),000105,9/18/2025
Customer 0003569 Totals:,,,,701.50-,0.00,"1,501.50-",,," (1,501.50)",,
0003585 Debra L Morgan,,,,,,,,,,,
FA0225-PP,2/5/2025,2/5/2025,1/0/1900,"1,039.00-",0.00,709.44-,PRE,2/5/2025," (1,039.00)",020525WIRE,2/5/2025
,,,,,,,PAY,3/11/2025, 162.96 ,031125APLY,3/11/2025
,,,,,,,PAY,8/21/2025, 166.60 ,082125APLY,8/21/2025
Customer 0003585 Totals:,,,,"1,039.00-",0.00,709.44-,,, (709.44),,
0003588 Ronald G Allured,,,,,,,,,,,
S343976-IN,9/23/2025,10/10/2025,1/0/1900,291.00,0.00,291.00,INV,9/23/2025, 291.00 ,,
Customer 0003588 Totals:,,,,291.00,0.00,291.00,,, 291.00 ,,
0003596 Scott M Shelton,,,,,,,,,,,
S036675-IN,10/16/2025,11/10/2025,1/0/1900,194.22,0.00,194.22,INV,10/17/2025, 194.22 ,,
W266207-IN,10/15/2025,11/10/2025,1/0/1900,95.00,0.00,95.00,INV,10/17/2025, 95.00 ,,
Customer 0003596 Totals:,,,,289.22,0.00,289.22,,, 289.22 ,,
0003599 Brian A Cummings,,,,,,,,,,,
W264385-IN,9/29/2025,10/10/2025,1/0/1900,100.70,0.00,100.70,INV,9/29/2025, 100.70 ,,
W266460-IN,10/15/2025,11/10/2025,1/0/1900,74.20,0.00,74.20,INV,10/17/2025, 74.20 ,,
Customer 0003599 Totals:,,,,174.90,0.00,174.90,,, 174.90 ,,
0003604 Jacalyn & Gerald Kennedy,,,,,,,,,,,
0003160-PP,6/4/2024,6/4/2024,1/0/1900,50.00-,0.00,50.00-,PRE,6/4/2024, (50.00),3160,6/4/2024
LP0124-PP,1/29/2024,1/29/2024,1/0/1900,50.00-,0.00,50.00-,PRE,1/29/2024, (50.00),3116,1/29/2024
LP0125-PP,1/13/2025,1/13/2025,1/0/1900,40.00-,0.00,40.00-,PRE,1/13/2025, (40.00),3239,1/13/2025
LP01424-PP,1/2/2024,1/2/2024,1/0/1900,50.00-,0.00,8.07-,PRE,1/2/2024, (50.00),3108,1/2/2024
,,,,,,,PAY,3/21/2025, 8.09 ,032125APLY,3/21/2025
,,,,,,,PAY,5/20/2025, 33.84 ,052025APLY,5/20/2025
LP0225-PP,1/29/2025,1/29/2025,1/0/1900,40.00-,0.00,75.00-,PRE,1/29/2025, (40.00),3249,1/29/2025
,,,,,,,PAY,3/6/2025, (35.00),3259,3/6/2025
LP0324-PP,3/5/2024,3/5/2024,1/0/1900,50.00-,0.00,50.00-,PRE,3/5/2024, (50.00),3129,3/5/2024
LP0325-PP,3/31/2025,3/31/2025,1/0/1900,40.00-,0.00,40.00-,PRE,3/31/2025, (40.00),3266,3/31/2025
LP0424-PP,4/1/2024,4/1/2024,1/0/1900,50.00-,0.00,50.00-,PRE,4/1/2024, (50.00),3138,4/1/2024
LP0425-PP,4/29/2025,4/29/2025,1/0/1900,40.00-,0.00,40.00-,PRE,4/29/2025, (40.00),3276,4/29/2025
LP0525-PP,6/4/2025,6/4/2025,1/0/1900,40.00-,0.00,40.00-,PRE,6/4/2025, (40.00),3383,6/4/2025
LP0624-PP,6/28/2024,6/28/2024,1/0/1900,50.00-,0.00,50.00-,PRE,6/28/2024, (50.00),3171,6/28/2024
LP0625-PP,6/30/2025,6/30/2025,1/0/1900,40.00-,0.00,40.00-,PRE,6/30/2025, (40.00),3392,6/30/2025
LP0724-PP,7/26/2024,7/26/2024,1/0/1900,50.00-,0.00,50.00-,PRE,7/26/2024, (50.00),3182,7/26/2024
LP0725-PP,7/31/2025,7/31/2025,1/0/1900,40.00-,0.00,40.00-,PRE,7/31/2025, (40.00),3401,7/31/2025
LP0824-PP,8/30/2024,8/30/2024,1/0/1900,40.00-,0.00,40.00-,PRE,8/30/2024, (40.00),3191,8/30/2024
LP0924-PP,9/30/2024,9/30/2024,1/0/1900,40.00-,0.00,40.00-,PRE,9/30/2024, (40.00),3202,9/30/2024
LP0925-PP,9/8/2025,9/8/2025,1/0/1900,40.00-,0.00,40.00-,PRE,9/8/2025, (40.00),3411,9/8/2025
LP1024-PP,10/30/2024,10/30/2024,1/0/1900,40.00-,0.00,40.00-,PRE,10/30/2024, (40.00),3210,10/30/2024
LP1124-PP,12/4/2024,12/4/2024,1/0/1900,30.00-,0.00,30.00-,PRE,12/4/2024, (30.00),3225,12/4/2024
LP1224-PP,12/4/2024,12/4/2024,1/0/1900,79.50-,0.00,79.50-,PRE,12/4/2024, (79.50),3224,12/4/2024
LP42924-PP,4/29/2024,4/29/2024,1/0/1900,50.00-,0.00,50.00-,PRE,4/29/2024, (50.00),3150,4/29/2024
PP1025-PP,10/9/2025,10/9/2025,1/0/1900,40.00-,0.00,40.00-,PRE,10/9/2025, (40.00),3422,10/9/2025
S342999-IN,9/4/2025,10/20/2025,1/0/1900,52.36,0.00,52.36,INV,9/4/2025, 52.36 ,,
Customer 0003604 Totals:,,,,937.14-,0.00,930.21-,,, (930.21),,
0003619 Brandon M Zeider,,,,,,,,,,,
