Invoice,InvoiceDate,Due,Amount
5875207-PP,10/20/2025,10/20/2025,-76.07
5875208-PP,10/20/2025,10/20/2025,0.97
5875209-PP,10/20/2025,10/20/2025,-1395.35
5875210-PP,10/20/2025,10/20/2025,29.08
5875211-PP,10/20/2025,10/20/2025,-1532.19
5875212-PP,10/20/2025,10/20/2025,30.77
5875213-PP,10/20/2025,10/20/2025,-1195.04
5875214-PP,10/20/2025,10/20/2025,24.25
5875215-PP,10/20/2025,10/20/2025,-676.7
5875216-PP,10/20/2025,10/20/2025,13.82
W25953R-DM,10/17/2025,10/20/2025,99
W995715-PP,10/19/2025,10/19/2025,-245
0890111-IN,10/16/2025,11/10/2025,1101.31
CL49351-IN,10/16/2025,11/10/2025,545.57
5875373-PP,10/20/2025,10/20/2025,-1990.64
5875374-PP,10/20/2025,10/20/2025,32.38
5875375-PP,10/20/2025,10/20/2025,-1796.07
5875376-PP,10/20/2025,10/20/2025,27.18
5875377-PP,10/20/2025,10/20/2025,-1895.79
5875378-PP,10/20/2025,10/20/2025,27.28
5875379-PP,10/20/2025,10/20/2025,-1811.75
5875380-PP,10/20/2025,10/20/2025,31.09
5875381-PP,10/20/2025,10/20/2025,-1779.61
5875382-PP,10/20/2025,10/20/2025,28.32
5875383-PP,10/20/2025,10/20/2025,-2070.55
5875384-PP,10/20/2025,10/20/2025,34.36
5875385-PP,10/20/2025,10/20/2025,-1740.64
5875386-PP,10/20/2025,10/20/2025,26.2
5875387-PP,10/20/2025,10/20/2025,-113.3
5875388-PP,10/20/2025,10/20/2025,-2.22
5875389-PP,10/20/2025,10/20/2025,-286.13
5875390-PP,10/20/2025,10/20/2025,-3.76
5875391-PP,10/20/2025,10/20/2025,-1993.89
5875392-PP,10/20/2025,10/20/2025,31.36
5875393-PP,10/20/2025,10/20/2025,-1619.9
5875394-PP,10/20/2025,10/20/2025,24.83
5875395-PP,10/20/2025,10/20/2025,-2127.51
5875396-PP,10/20/2025,10/20/2025,30.71
0889691-IN,10/16/2025,11/10/2025,375
S346325-IN,10/16/2025,11/10/2025,925.7
S346647-IN,10/16/2025,11/10/2025,524.77
S346420-IN,10/16/2025,11/10/2025,311.87
S346650-IN,10/16/2025,11/10/2025,1006.16
S346651-IN,10/16/2025,11/10/2025,1007.42
5868486-PP,10/16/2025,10/16/2025,-4140.9
5870836-PP,10/17/2025,10/17/2025,-4165.34
5873206-PP,10/20/2025,10/20/2025,-7052.82
W266825-IN,10/16/2025,11/10/2025,11218.15
5871002-PP,10/17/2025,10/17/2025,-45.08
5873372-PP,10/20/2025,10/20/2025,-42.8
0889801-IN,10/16/2025,11/10/2025,51.54
5873805-PP,10/20/2025,10/20/2025,-116.02
5873806-PP,10/20/2025,10/20/2025,2.61
5873807-PP,10/20/2025,10/20/2025,-1769.48
5873808-PP,10/20/2025,10/20/2025,40.69
5873412-PP,10/20/2025,10/20/2025,-547.14
5873413-PP,10/20/2025,10/20/2025,9.61
5873414-PP,10/20/2025,10/20/2025,-265.67
5873415-PP,10/20/2025,10/20/2025,5.25
S345368-IN,10/16/2025,10/19/2025,1683.09
0101625-PP,10/16/2025,10/16/2025,-35
5873213-PP,10/20/2025,10/20/2025,-8857.71
S346394-IN,10/16/2025,10/19/2025,165
5873004-PP,10/20/2025,10/20/2025,-1571.08
5873005-PP,10/20/2025,10/20/2025,32.02
5873006-PP,10/20/2025,10/20/2025,-4642.58
5873007-PP,10/20/2025,10/20/2025,93.91
5873008-PP,10/20/2025,10/20/2025,-2299.97
5873009-PP,10/20/2025,10/20/2025,53.26
5872386-PP,10/17/2025,10/17/2025,-671.03
5872387-PP,10/17/2025,10/17/2025,13.74
5872388-PP,10/17/2025,10/17/2025,-690.1
5872389-PP,10/17/2025,10/17/2025,14.52
5872390-PP,10/17/2025,10/17/2025,-762.62
5872391-PP,10/17/2025,10/17/2025,15.24
5872392-PP,10/17/2025,10/17/2025,-1010.53
5872393-PP,10/17/2025,10/17/2025,21.54
5872394-PP,10/17/2025,10/17/2025,-765.35
5872395-PP,10/17/2025,10/17/2025,16
5872396-PP,10/17/2025,10/17/2025,-586.06
5872397-PP,10/17/2025,10/17/2025,14.43
5872398-PP,10/17/2025,10/17/2025,-172.14
5872399-PP,10/17/2025,10/17/2025,4.11
5872400-PP,10/17/2025,10/17/2025,-824.41
5872401-PP,10/17/2025,10/17/2025,16.97
5874896-PP,10/20/2025,10/20/2025,-893.51
5874897-PP,10/20/2025,10/20/2025,19.77
5874898-PP,10/20/2025,10/20/2025,-1048.98
5874899-PP,10/20/2025,10/20/2025,19.02
5874900-PP,10/20/2025,10/20/2025,-835.42
5874901-PP,10/20/2025,10/20/2025,17.1
5874902-PP,10/20/2025,10/20/2025,-620.57
5874903-PP,10/20/2025,10/20/2025,13.54
5874904-PP,10/20/2025,10/20/2025,-789.13
5874905-PP,10/20/2025,10/20/2025,15.74
5874906-PP,10/20/2025,10/20/2025,-562.21
5874907-PP,10/20/2025,10/20/2025,13.24
5874908-PP,10/20/2025,10/20/2025,-281.58
5874909-PP,10/20/2025,10/20/2025,5.53
5874910-PP,10/20/2025,10/20/2025,-722.24
5874911-PP,10/20/2025,10/20/2025,14.68
LP1025-PP,10/16/2025,10/16/2025,-170
0890412-IN,10/17/2025,10/27/2025,1955.31
5873811-PP,10/20/2025,10/20/2025,-1026.4
5873812-PP,10/20/2025,10/20/2025,30.54
S071945-IN,10/16/2025,11/10/2025,61.41
5874682-PP,10/20/2025,10/20/2025,-2628.07
5874683-PP,10/20/2025,10/20/2025,51.05
5874684-PP,10/20/2025,10/20/2025,-1391.74
5874685-PP,10/20/2025,10/20/2025,28.53
5874686-PP,10/20/2025,10/20/2025,-1127.72
5874687-PP,10/20/2025,10/20/2025,21.89
5874688-PP,10/20/2025,10/20/2025,-1535.71
5874689-PP,10/20/2025,10/20/2025,34.91
5874690-PP,10/20/2025,10/20/2025,-1462.81
5874691-PP,10/20/2025,10/20/2025,25.09
5874692-PP,10/20/2025,10/20/2025,-1303.13
5874693-PP,10/20/2025,10/20/2025,26.97
5874694-PP,10/20/2025,10/20/2025,-1477.04
5874695-PP,10/20/2025,10/20/2025,25.12
5874696-PP,10/20/2025,10/20/2025,-1698.04
5874697-PP,10/20/2025,10/20/2025,32.26
5874698-PP,10/20/2025,10/20/2025,-1269.87
5874699-PP,10/20/2025,10/20/2025,25.3
5874700-PP,10/20/2025,10/20/2025,-914.22
5874701-PP,10/20/2025,10/20/2025,20.86
5874702-PP,10/20/2025,10/20/2025,-1251.1
5874703-PP,10/20/2025,10/20/2025,19.35
5874704-PP,10/20/2025,10/20/2025,-41
5874705-PP,10/20/2025,10/20/2025,-0.8
5874706-PP,10/20/2025,10/20/2025,-40
5874707-PP,10/20/2025,10/20/2025,0.26
5873815-PP,10/20/2025,10/20/2025,-884.8
5873816-PP,10/20/2025,10/20/2025,22.07
W266856-CM,10/17/2025,1/0/1900,-633.22
W266869-CM,10/17/2025,1/0/1900,-633.22
5873817-PP,10/20/2025,10/20/2025,-1627.62
5873818-PP,10/20/2025,10/20/2025,28.91
5873819-PP,10/20/2025,10/20/2025,-1433.51
5873820-PP,10/20/2025,10/20/2025,24.37
5873821-PP,10/20/2025,10/20/2025,-1696.17
5873822-PP,10/20/2025,10/20/2025,30.18
5873823-PP,10/20/2025,10/20/2025,-1704.78
5873824-PP,10/20/2025,10/20/2025,34.34
5873825-PP,10/20/2025,10/20/2025,-1505.96
5873826-PP,10/20/2025,10/20/2025,25.05
5873827-PP,10/20/2025,10/20/2025,-1454.59
5873828-PP,10/20/2025,10/20/2025,26.88
5873829-PP,10/20/2025,10/20/2025,-1380.78
5873830-PP,10/20/2025,10/20/2025,24.63
5873831-PP,10/20/2025,10/20/2025,-1265.14
5873832-PP,10/20/2025,10/20/2025,24.29
5873833-PP,10/20/2025,10/20/2025,-1379.63
5873834-PP,10/20/2025,10/20/2025,23.74
5873835-PP,10/20/2025,10/20/2025,-1607.46
5873836-PP,10/20/2025,10/20/2025,29.29
5873837-PP,10/20/2025,10/20/2025,-1453.13
5873838-PP,10/20/2025,10/20/2025,27.7
5873839-PP,10/20/2025,10/20/2025,-1173.76
5873840-PP,10/20/2025,10/20/2025,24.96
5873841-PP,10/20/2025,10/20/2025,-1308.14
5873842-PP,10/20/2025,10/20/2025,23.56
5873843-PP,10/20/2025,10/20/2025,-1195.84
5873844-PP,10/20/2025,10/20/2025,22.2
5873845-PP,10/20/2025,10/20/2025,-1250.32
5873846-PP,10/20/2025,10/20/2025,25.92
5873847-PP,10/20/2025,10/20/2025,-70.02
5873848-PP,10/20/2025,10/20/2025,-1.25
5873849-PP,10/20/2025,10/20/2025,-170.24
5873850-PP,10/20/2025,10/20/2025,1.25
5873851-PP,10/20/2025,10/20/2025,-1222.98
5873852-PP,10/20/2025,10/20/2025,24.35
5873853-PP,10/20/2025,10/20/2025,-1319.89
5873854-PP,10/20/2025,10/20/2025,26.52
5873855-PP,10/20/2025,10/20/2025,-997.31
5873856-PP,10/20/2025,10/20/2025,18.8
5873857-PP,10/20/2025,10/20/2025,-361.72
5873858-PP,10/20/2025,10/20/2025,7.03
5873859-PP,10/20/2025,10/20/2025,-1228.89
5873860-PP,10/20/2025,10/20/2025,24.87
5873861-PP,10/20/2025,10/20/2025,-101.07
5873862-PP,10/20/2025,10/20/2025,-2.43
5875293-PP,10/20/2025,10/20/2025,-44.57
5875294-PP,10/20/2025,10/20/2025,-0.95
5875295-PP,10/20/2025,10/20/2025,-2517.6
5875296-PP,10/20/2025,10/20/2025,43.14
5875297-PP,10/20/2025,10/20/2025,-189.54
5875298-PP,10/20/2025,10/20/2025,2.7
5875329-PP,10/20/2025,10/20/2025,-551.69
5875330-PP,10/20/2025,10/20/2025,11.07
5873863-PP,10/20/2025,10/20/2025,-499.8
5873864-PP,10/20/2025,10/20/2025,11.25
5873865-PP,10/20/2025,10/20/2025,-278.84
5873866-PP,10/20/2025,10/20/2025,6.27
S346555-IN,10/16/2025,11/10/2025,235.66
5873065-PP,10/20/2025,10/20/2025,-1667.55
5873066-PP,10/20/2025,10/20/2025,39.83
5873067-PP,10/20/2025,10/20/2025,-2988.94
5873068-PP,10/20/2025,10/20/2025,72.67
5873069-PP,10/20/2025,10/20/2025,-2366.64
5873070-PP,10/20/2025,10/20/2025,56.72
5873071-PP,10/20/2025,10/20/2025,-1386.29
5873072-PP,10/20/2025,10/20/2025,35.45
5873073-PP,10/20/2025,10/20/2025,-174.08
5873074-PP,10/20/2025,10/20/2025,4.02
5873075-PP,10/20/2025,10/20/2025,-140.81
5873076-PP,10/20/2025,10/20/2025,3.74
5873077-PP,10/20/2025,10/20/2025,-2432.99
5873078-PP,10/20/2025,10/20/2025,53.55
5873887-PP,10/20/2025,10/20/2025,-4146.08
5873888-PP,10/20/2025,10/20/2025,113.31
5875064-PP,10/20/2025,10/20/2025,-799.48
5875065-PP,10/20/2025,10/20/2025,17.62
5875066-PP,10/20/2025,10/20/2025,-732.73
5875067-PP,10/20/2025,10/20/2025,15.98
5875068-PP,10/20/2025,10/20/2025,-555.48
5875069-PP,10/20/2025,10/20/2025,12.5
5875070-PP,10/20/2025,10/20/2025,-280.3
5875071-PP,10/20/2025,10/20/2025,7.43
5875072-PP,10/20/2025,10/20/2025,-873.92
5875073-PP,10/20/2025,10/20/2025,17.55
0889785-IN,10/16/2025,11/10/2025,1233.28
0889791-IN,10/16/2025,11/10/2025,8447.2
CL49352-IN,10/16/2025,11/5/2025,208.82
CL49389-IN,10/16/2025,11/10/2025,113.69
0889525-IN,10/16/2025,11/10/2025,943.8
S346592-IN,10/16/2025,11/10/2025,469.13
PP1024-PP,10/20/2025,10/20/2025,-101.32
5873957-PP,10/20/2025,10/20/2025,-11063.62
5873958-PP,10/20/2025,10/20/2025,239.49
W266853-CM,10/17/2025,1/0/1900,-1780.09
W266862-CM,10/17/2025,1/0/1900,-1609.19
5874059-PP,10/20/2025,10/20/2025,-2485.01
5874060-PP,10/20/2025,10/20/2025,74.34
0890126-IN,10/20/2025,11/10/2025,809.64
5873045-PP,10/20/2025,10/20/2025,-71.66
5873046-PP,10/20/2025,10/20/2025,0.67
5873047-PP,10/20/2025,10/20/2025,-50.81
5873048-PP,10/20/2025,10/20/2025,0.46
5873049-PP,10/20/2025,10/20/2025,-4183.5
5873050-PP,10/20/2025,10/20/2025,88.42
5873051-PP,10/20/2025,10/20/2025,-1305.2
5873052-PP,10/20/2025,10/20/2025,25.96
5873053-PP,10/20/2025,10/20/2025,-4746.77
5873054-PP,10/20/2025,10/20/2025,99.06
5873055-PP,10/20/2025,10/20/2025,-4577.06
5873056-PP,10/20/2025,10/20/2025,97.3
5873057-PP,10/20/2025,10/20/2025,-4200.42
5873058-PP,10/20/2025,10/20/2025,88.85
5873059-PP,10/20/2025,10/20/2025,-1923.58
5873060-PP,10/20/2025,10/20/2025,43.01
5873061-PP,10/20/2025,10/20/2025,-204.02
5873062-PP,10/20/2025,10/20/2025,5.16
5873063-PP,10/20/2025,10/20/2025,-254.24
5873064-PP,10/20/2025,10/20/2025,5.83
5874057-PP,10/20/2025,10/20/2025,-228.79
5874058-PP,10/20/2025,10/20/2025,5.15
LP1025-PP,10/16/2025,10/16/2025,-200
5869251-PP,10/16/2025,10/16/2025,-578.9
5869252-PP,10/16/2025,10/16/2025,11.98
5869253-PP,10/16/2025,10/16/2025,-1457.16
5869254-PP,10/16/2025,10/16/2025,28.65
5869255-PP,10/16/2025,10/16/2025,-1129.07
5869256-PP,10/16/2025,10/16/2025,20.36
5869257-PP,10/16/2025,10/16/2025,-1424.22
5869258-PP,10/16/2025,10/16/2025,27.68
5869259-PP,10/16/2025,10/16/2025,-979.98
5869260-PP,10/16/2025,10/16/2025,19.05
5869261-PP,10/16/2025,10/16/2025,-894.61
5869262-PP,10/16/2025,10/16/2025,18.6
5869263-PP,10/16/2025,10/16/2025,-1124.1
5869264-PP,10/16/2025,10/16/2025,22.54
5869265-PP,10/16/2025,10/16/2025,-64.06
5869266-PP,10/16/2025,10/16/2025,0.68
5869267-PP,10/16/2025,10/16/2025,-1124
5869268-PP,10/16/2025,10/16/2025,24.3
5869269-PP,10/16/2025,10/16/2025,-1205.78
5869270-PP,10/16/2025,10/16/2025,23.17
5871596-PP,10/17/2025,10/17/2025,-1107.78
5871597-PP,10/17/2025,10/17/2025,21.85
5871598-PP,10/17/2025,10/17/2025,-840.32
5871599-PP,10/17/2025,10/17/2025,16.78
5871600-PP,10/17/2025,10/17/2025,-1030.06
5871601-PP,10/17/2025,10/17/2025,18.17
5871602-PP,10/17/2025,10/17/2025,-1340.42
5871603-PP,10/17/2025,10/17/2025,23.43
5871604-PP,10/17/2025,10/17/2025,-1174.93
5871605-PP,10/17/2025,10/17/2025,22.85
5871606-PP,10/17/2025,10/17/2025,-1292.82
5871607-PP,10/17/2025,10/17/2025,23.17
5871608-PP,10/17/2025,10/17/2025,-1350.59
5871609-PP,10/17/2025,10/17/2025,24.52
5871610-PP,10/17/2025,10/17/2025,-1109.64
5871611-PP,10/17/2025,10/17/2025,18.65
5874035-PP,10/20/2025,10/20/2025,-1121.56
5874036-PP,10/20/2025,10/20/2025,19.59
5874037-PP,10/20/2025,10/20/2025,-901.22
5874038-PP,10/20/2025,10/20/2025,18.21
5874039-PP,10/20/2025,10/20/2025,-1185.31
5874040-PP,10/20/2025,10/20/2025,21.42
5874041-PP,10/20/2025,10/20/2025,-1380.44
5874042-PP,10/20/2025,10/20/2025,27.03
5874043-PP,10/20/2025,10/20/2025,-1423.48
5874044-PP,10/20/2025,10/20/2025,26.53
5874045-PP,10/20/2025,10/20/2025,-1271.5
5874046-PP,10/20/2025,10/20/2025,21.61
5874047-PP,10/20/2025,10/20/2025,-1293.51
5874048-PP,10/20/2025,10/20/2025,26.55
5874049-PP,10/20/2025,10/20/2025,-1145.95
5874050-PP,10/20/2025,10/20/2025,21.42
5874051-PP,10/20/2025,10/20/2025,-1329.04
5874052-PP,10/20/2025,10/20/2025,24.3
5874053-PP,10/20/2025,10/20/2025,-1031.92
5874054-PP,10/20/2025,10/20/2025,19.6
5874055-PP,10/20/2025,10/20/2025,-1248.7
5874056-PP,10/20/2025,10/20/2025,19.8
5874061-PP,10/20/2025,10/20/2025,-21440.94
5874062-PP,10/20/2025,10/20/2025,484.5
5872980-PP,10/20/2025,10/20/2025,-1443.22
5872981-PP,10/20/2025,10/20/2025,34.07
5872982-PP,10/20/2025,10/20/2025,-2088.32
5872983-PP,10/20/2025,10/20/2025,46.89
5872984-PP,10/20/2025,10/20/2025,-3841.08
5872985-PP,10/20/2025,10/20/2025,87.46
5872986-PP,10/20/2025,10/20/2025,-2032.15
5872987-PP,10/20/2025,10/20/2025,50.71
5872988-PP,10/20/2025,10/20/2025,-85.17
5872989-PP,10/20/2025,10/20/2025,0.73
5872990-PP,10/20/2025,10/20/2025,-367.62
5872991-PP,10/20/2025,10/20/2025,7.51
5872992-PP,10/20/2025,10/20/2025,-151.76
5872993-PP,10/20/2025,10/20/2025,0.62
5873218-PP,10/20/2025,10/20/2025,-12072.52
5873219-PP,10/20/2025,10/20/2025,245.16
5873250-PP,10/20/2025,10/20/2025,-5.11
5873251-PP,10/20/2025,10/20/2025,2.65
5873252-PP,10/20/2025,10/20/2025,-2.99
5873253-PP,10/20/2025,10/20/2025,-1.61
5873254-PP,10/20/2025,10/20/2025,-0.82
0101725-PP,10/17/2025,10/17/2025,-99
LP1025-PP,10/16/2025,10/16/2025,-250
LP1025-PP,10/16/2025,10/16/2025,-62
S346611-IN,10/17/2025,11/10/2025,59.84
W266815-IN,10/17/2025,11/10/2025,554.5
LP1025-PP,10/16/2025,10/16/2025,-275
0101625-PP,10/16/2025,10/16/2025,-30
S071952-IN,10/16/2025,11/10/2025,71.22
S346476-IN,10/16/2025,11/10/2025,162.68
5874065-PP,10/20/2025,10/20/2025,-2580.9
5874066-PP,10/20/2025,10/20/2025,71.99
0890390-IN,10/17/2025,11/10/2025,8024.42
S071947-IN,10/16/2025,11/10/2025,212.64
0885481-IN,10/16/2025,11/10/2025,7877
0888242-IN,10/16/2025,11/10/2025,1142.55
0888362-IN,10/16/2025,11/10/2025,732.76
0888638-IN,10/16/2025,11/10/2025,113.9
0888827-IN,10/16/2025,11/10/2025,359.8
0889411-IN,10/16/2025,11/10/2025,38.24
0889504-IN,10/16/2025,11/10/2025,7524.4
0889520-IN,10/16/2025,11/10/2025,4810.55
0889524-IN,10/16/2025,11/10/2025,4092.45
0889594-IN,10/16/2025,11/10/2025,3455.84
0889641-IN,10/16/2025,11/10/2025,3623.95
0889648-IN,10/16/2025,11/10/2025,450.32
0889651-IN,10/16/2025,11/10/2025,3117.54
0889654-IN,10/16/2025,11/10/2025,737.66
0889716-IN,10/20/2025,11/10/2025,1595.7
0889735-IN,10/16/2025,11/10/2025,13987.19
0889736-IN,10/16/2025,11/10/2025,3043.25
0889737-IN,10/16/2025,11/10/2025,6284.96
0889738-IN,10/16/2025,11/10/2025,1724.46
0889745-IN,10/16/2025,11/10/2025,258.16
0889746-IN,10/16/2025,11/10/2025,295.04
0889748-IN,10/16/2025,11/10/2025,956.78
0889762-IN,10/16/2025,11/10/2025,3745
0889763-IN,10/16/2025,11/10/2025,3685.56
0889764-IN,10/16/2025,11/10/2025,2301.6
0889784-IN,10/16/2025,11/10/2025,1273.3
0889786-IN,10/16/2025,11/10/2025,2266.3
0889788-IN,10/16/2025,11/10/2025,728.1
0889792-IN,10/16/2025,11/10/2025,920.2
0889794-IN,10/16/2025,11/10/2025,3190.09
0889806-IN,10/16/2025,11/10/2025,543.36
0889888-IN,10/20/2025,11/10/2025,2599.35
0890011-IN,10/20/2025,11/10/2025,3859.38
0890015-IN,10/17/2025,11/10/2025,2651.8
0890073-IN,10/17/2025,11/10/2025,1570.91
0890178-IN,10/17/2025,11/10/2025,761.7
0890211-IN,10/16/2025,11/10/2025,2758.55
0890213-IN,10/16/2025,11/10/2025,1461.46
0890221-IN,10/20/2025,11/10/2025,1148.25
0890286-IN,10/20/2025,11/10/2025,6805.2
0890287-IN,10/20/2025,11/10/2025,2793.01
0890288-IN,10/20/2025,11/10/2025,1316.1
0890290-IN,10/20/2025,11/10/2025,2663.73
0890343-IN,10/20/2025,11/10/2025,1940.3
0890369-IN,10/16/2025,11/10/2025,870.92
LP1025-PP,10/20/2025,10/20/2025,-100
5873216-PP,10/20/2025,10/20/2025,-7469.35
5873217-PP,10/20/2025,10/20/2025,156.2
5873246-PP,10/20/2025,10/20/2025,-1.1
5873247-PP,10/20/2025,10/20/2025,0.2
5873248-PP,10/20/2025,10/20/2025,-0.44
5873249-PP,10/20/2025,10/20/2025,-0.69
5873776-PP,10/20/2025,10/20/2025,-283.47
5873777-PP,10/20/2025,10/20/2025,6.94
5873785-PP,10/20/2025,10/20/2025,-562.55
5873786-PP,10/20/2025,10/20/2025,13.17
CL49353-IN,10/16/2025,11/10/2025,2349.77
5874067-PP,10/20/2025,10/20/2025,-361.62
5874068-PP,10/20/2025,10/20/2025,8.14
5873392-PP,10/20/2025,10/20/2025,-1950.18
5873393-PP,10/20/2025,10/20/2025,32.49
5873394-PP,10/20/2025,10/20/2025,-27.55
5873395-PP,10/20/2025,10/20/2025,1.02
5873396-PP,10/20/2025,10/20/2025,-1669.1
5873397-PP,10/20/2025,10/20/2025,27.54
5874069-PP,10/20/2025,10/20/2025,-181.42
5874070-PP,10/20/2025,10/20/2025,4.08
S346607-IN,10/16/2025,11/10/2025,646.37
S050587-IN,10/16/2025,11/10/2025,407.1
5874710-PP,10/20/2025,10/20/2025,-362.84
5874711-PP,10/20/2025,10/20/2025,9.29
PP1015-PP,10/16/2025,10/16/2025,-200
S346464-IN,10/16/2025,11/10/2025,106.07
5874071-PP,10/20/2025,10/20/2025,-3859.3
5874072-PP,10/20/2025,10/20/2025,56.76
PP-PP,10/16/2025,10/16/2025,-561
S071931-IN,10/16/2025,11/10/2025,334.84
S071944-IN,10/16/2025,11/10/2025,380.61
W995713-PP,10/17/2025,10/17/2025,-87
CL49354-IN,10/16/2025,11/10/2025,643.56
0890297-IN,10/16/2025,11/10/2025,1966.94
5875359-PP,10/20/2025,10/20/2025,-3849.6
5875360-PP,10/20/2025,10/20/2025,59.16
0001688-PP,10/17/2025,10/17/2025,-279.96
5874434-PP,10/20/2025,10/20/2025,-42.36
5874435-PP,10/20/2025,10/20/2025,-2.44
5874436-PP,10/20/2025,10/20/2025,-1153.05
5874437-PP,10/20/2025,10/20/2025,23.37
5874438-PP,10/20/2025,10/20/2025,-1210.68
5874439-PP,10/20/2025,10/20/2025,19.52
5874440-PP,10/20/2025,10/20/2025,-132.45
5874441-PP,10/20/2025,10/20/2025,1.79
5874442-PP,10/20/2025,10/20/2025,-870.45
5874443-PP,10/20/2025,10/20/2025,12.12
5875091-PP,10/20/2025,10/20/2025,-3598.56
5875092-PP,10/20/2025,10/20/2025,97.61
5874408-PP,10/20/2025,10/20/2025,-1486.49
5874409-PP,10/20/2025,10/20/2025,21
5874410-PP,10/20/2025,10/20/2025,-1216.42
5874411-PP,10/20/2025,10/20/2025,20.86
5874412-PP,10/20/2025,10/20/2025,-1180.16
5874413-PP,10/20/2025,10/20/2025,20.84
5874414-PP,10/20/2025,10/20/2025,-1406.94
5874415-PP,10/20/2025,10/20/2025,23.51
5874416-PP,10/20/2025,10/20/2025,-1211.13
5874417-PP,10/20/2025,10/20/2025,21.59
5874418-PP,10/20/2025,10/20/2025,-984.27
5874419-PP,10/20/2025,10/20/2025,18.19
5874420-PP,10/20/2025,10/20/2025,-1090.75
5874421-PP,10/20/2025,10/20/2025,22.52
5874422-PP,10/20/2025,10/20/2025,-779.91
5874423-PP,10/20/2025,10/20/2025,13.61
5874424-PP,10/20/2025,10/20/2025,-83.81
5874425-PP,10/20/2025,10/20/2025,-3.44
5874426-PP,10/20/2025,10/20/2025,-373.4
5874427-PP,10/20/2025,10/20/2025,-13.49
5874428-PP,10/20/2025,10/20/2025,-1274.99
5874429-PP,10/20/2025,10/20/2025,20.27
5874430-PP,10/20/2025,10/20/2025,-891.14
5874431-PP,10/20/2025,10/20/2025,17.66
5874432-PP,10/20/2025,10/20/2025,-1415.57
5874433-PP,10/20/2025,10/20/2025,22.73
5874386-PP,10/20/2025,10/20/2025,-1319.62
5874387-PP,10/20/2025,10/20/2025,22.3
5874388-PP,10/20/2025,10/20/2025,-1061.75
5874389-PP,10/20/2025,10/20/2025,14.68
5874390-PP,10/20/2025,10/20/2025,-1113.51
5874391-PP,10/20/2025,10/20/2025,19.03
5874392-PP,10/20/2025,10/20/2025,-829.46
5874393-PP,10/20/2025,10/20/2025,15.2
5874394-PP,10/20/2025,10/20/2025,-49.9
5874395-PP,10/20/2025,10/20/2025,-3.24
0890082-IN,10/16/2025,11/10/2025,434.38
0890230-IN,10/17/2025,11/10/2025,164.11
CL49379-IN,10/16/2025,11/10/2025,1611.9
CL49380-IN,10/16/2025,11/10/2025,689.73
CL49381-IN,10/16/2025,11/10/2025,15254.57
0890078-IN,10/16/2025,11/10/2025,1572.62
0890422-IN,10/17/2025,11/10/2025,205.29
5874296-PP,10/20/2025,10/20/2025,-42
5874297-PP,10/20/2025,10/20/2025,-0.81
5874298-PP,10/20/2025,10/20/2025,-37.45
5874299-PP,10/20/2025,10/20/2025,0.09
5874300-PP,10/20/2025,10/20/2025,-859.21
5874301-PP,10/20/2025,10/20/2025,13.99
5874302-PP,10/20/2025,10/20/2025,-1098.21
5874303-PP,10/20/2025,10/20/2025,18.71
5874304-PP,10/20/2025,10/20/2025,-967.24
5874305-PP,10/20/2025,10/20/2025,17.15
5874306-PP,10/20/2025,10/20/2025,-1057.46
5874307-PP,10/20/2025,10/20/2025,15.76
5874308-PP,10/20/2025,10/20/2025,-1362.15
5874309-PP,10/20/2025,10/20/2025,23.67
5874310-PP,10/20/2025,10/20/2025,-1006.61
5874311-PP,10/20/2025,10/20/2025,15.98
5874312-PP,10/20/2025,10/20/2025,-918.67
5874313-PP,10/20/2025,10/20/2025,16.04
5874314-PP,10/20/2025,10/20/2025,-770.32
5874315-PP,10/20/2025,10/20/2025,13.46
5874316-PP,10/20/2025,10/20/2025,-991.98
5874317-PP,10/20/2025,10/20/2025,19.8
5874318-PP,10/20/2025,10/20/2025,-87.72
5874319-PP,10/20/2025,10/20/2025,1.78
5874320-PP,10/20/2025,10/20/2025,-718.13
5874321-PP,10/20/2025,10/20/2025,13.99
5874336-PP,10/20/2025,10/20/2025,-1265.97
5874337-PP,10/20/2025,10/20/2025,21.43
5874338-PP,10/20/2025,10/20/2025,-1111.61
5874339-PP,10/20/2025,10/20/2025,19.58
5874340-PP,10/20/2025,10/20/2025,-1338.97
5874341-PP,10/20/2025,10/20/2025,26
5874342-PP,10/20/2025,10/20/2025,-1342.25
5874343-PP,10/20/2025,10/20/2025,25.22
5874344-PP,10/20/2025,10/20/2025,-1382.38
5874345-PP,10/20/2025,10/20/2025,24.34
5874346-PP,10/20/2025,10/20/2025,-1284.94
5874347-PP,10/20/2025,10/20/2025,24.68
5874348-PP,10/20/2025,10/20/2025,-1355.57
5874349-PP,10/20/2025,10/20/2025,25.4
5874350-PP,10/20/2025,10/20/2025,-983.15
5874351-PP,10/20/2025,10/20/2025,16.89
5874352-PP,10/20/2025,10/20/2025,-59.06
5874353-PP,10/20/2025,10/20/2025,-1.42
5874242-PP,10/20/2025,10/20/2025,-1044.37
5874243-PP,10/20/2025,10/20/2025,20.06
5874244-PP,10/20/2025,10/20/2025,-776.9
5874245-PP,10/20/2025,10/20/2025,16.03
5874246-PP,10/20/2025,10/20/2025,-967.33
5874247-PP,10/20/2025,10/20/2025,18.12
5874248-PP,10/20/2025,10/20/2025,-1138.55
5874249-PP,10/20/2025,10/20/2025,17.38
